storyPriority,storyType,storyTitle,storyPoints,userPreviousSuccessRate,completed,userSkills,skills,tags
3,0,User story: Improve accessibility,2.6410139959779344,0.980912567898751,False,"['Accessibility', 'UX', 'Skill28', 'Skill47', 'UI Design']","['Accessibility', 'Tech10', 'Tech31', 'Improvement', 'User Story']","['Accessibility', 'Tag7', 'Tag42', 'Improvement', 'User']"
0,5,Research: New cloud storage solution,2.150248308322959,0.9904278033951271,True,"['Cloud Computing', 'Skill44', 'Research', 'Skill15', 'Cloud Storage']","['New Tech', 'Tech46', 'Tech1', 'Research', 'Cloud Storage']","['Tag46', 'Tag25', 'New Tech', 'Research', 'Cloud Storage']"
1,5,Research: New machine learning algorithm for recommender systems using TensorFlow,5.938781042034839,0.9844069656845185,True,"['Skill11', 'Machine Learning', 'Skill1', 'Deep Learning', 'Research']","['New Tech', 'Machine Learning', 'Tech12', 'Research', 'Tech29']","['New Tech', 'Machine Learning', 'Tag17', 'Research', 'Tag15']"
3,1,Task: Develop a web application for e-commerce,7.0395857801757735,0.6693352080313498,False,"['Skill28', 'JavaScript', 'Skill24', 'Web App Development', 'E-commerce']","['Tech27', 'Development', 'Web App', 'E-commerce', 'Tech48']","['Development', 'Tag42', 'E-commerce', 'Web App', 'Tag21']"
6,4,Bug: Fix login issue on Android,8.648283506648518,0.663617490260341,True,"['Authentication', 'Bug Fixing', 'Android Development', 'Skill44', 'Skill19']","['Bug Fixing', 'Fix Bug', 'Tech41', 'Login Issue', 'Tech28']","['Bug Fix', 'Tag37', 'Login', 'Backend', 'Tag9']"
0,0,User story: Improve search functionality for e-commerce site,3.63685789807904,0.8109525595493958,True,"['Search Engine Optimization', 'Skill43', 'Skill47', 'User Experience', 'Skill7', 'UI Design']","['Search', 'Tech27', 'Tech18', 'Functionality', 'Tech8', 'User Story']","['Search', 'Functionality', 'Tag35', 'Tag12', 'User', 'Tag15']"
5,1,Task: Develop chatbot,7.866221582394309,0.6061102206322925,False,"['Skill16', 'Machine Learning', 'Chatbot Development', 'NLP', 'Skill9', 'Skill18']","['Tech5', 'Development', 'Tech1', 'Chatbot', 'Task', 'Tech48']","['Development', 'Tag17', 'Chatbot', 'Tag10', 'Tag23', 'Frontend']"
5,3,Spike: Test new caching library,3.7576284588358906,0.6704520766579358,False,"['Caching Library', 'Performance Optimization', 'Skill47', 'Testing', 'Skill44']","['Library', 'Tech23', 'Tech6', 'Caching', 'Test']","['Caching', 'Test', 'Tag24', 'Performance', 'Tag23']"
0,3,Epic: Develop a machine learning pipeline for predictive analytics,11.453608722937755,0.9089541714547275,False,"['Machine Learning', 'Skill22', 'Skill47', 'Analytics', 'Skill41', 'Skill13', 'Pipeline Development']","['Tech22', 'Machine Learning', 'Analytics', 'Pipeline', 'Tech39']","['Tag22', 'Tag41', 'Machine Learning', 'Tag31', 'Analytics', 'Pipeline', 'Tag12']"
2,3,Spike: Test new caching framework,4.283284325013971,0.6205722403686533,False,"['Performance Optimization', 'Testing', 'Caching Framework', 'Skill37', 'Skill18']","['Tech17', 'Framework', 'Caching', 'Tech19', 'Test']","['Tag38', 'Caching', 'Test', 'Tag19', 'Performance']"
1,0,User story: Improve user experience,1.8385066681790596,0.8765642989629211,False,"['Skill4', 'User Experience', 'Human-Computer Interaction', 'Skill33', 'UX Design', 'Skill18']","['Tech45', 'Tech18', 'User Experience', 'Improvement', 'Tech1', 'UX']","['Tag17', 'User Experience', 'Improvement', 'Tag5', 'UX']"
5,3,Spike: Test new caching library,4.103981997429594,0.6101303961514245,False,"['Skill4', 'Skill28', 'Skill35', 'Caching Library', 'Performance Optimization', 'Testing', 'Skill32']","['Library', 'Caching', 'Test', 'Tech1', 'Tech42', 'Tech20']","['Caching', 'Test', 'Tag2', 'Performance', 'Tag36', 'Tag45', 'Tag43']"
4,6,Refactor: Optimize database indexing,7.254748403916184,0.6594252574122544,False,"['Database Optimization', 'Indexing', 'Skill10', 'Database Performance', 'Skill32', 'Skill27']","['Optimization', 'Tech16', 'Tech46', 'Refactor', 'Tech35', 'Database']","['Optimization', 'Tag22', 'Refactor', 'Tag9', 'Tag10', 'Database']"
2,4,Bug: Fix database connection issue on PostgreSQL,13.12177826145058,0.5922610800059639,True,"['Database Administration', 'Skill16', 'Skill47', 'Bug Fixing', 'Skill34', 'PostgreSQL', 'Skill33']","['Tech45', 'Tech16', 'Bug Fixing', 'Fix Bug', 'Tech1', 'Tech3', 'Database Issue']","['Tag46', 'Bug Fix', 'Tag29', 'Tag42', 'Tag5', 'Backend', 'Database']"
4,2,Task: Implement a load balancer,6.985390082575011,0.6253936356370704,False,"['Skill35', 'Skill14', 'Cloud Computing', 'Load Balancer', 'Skill8', 'API Integration']","['Tech38', 'Tech22', 'Load Balancer', 'Tech12', 'Task', 'Implementation']","['Load Balancer', 'Tag33', 'Backend', 'Implementation', 'Tag39', 'Tag3']"
4,6,Refactor: Simplify database queries,4.799607464850108,0.6397789017964605,True,"['Database Optimization', 'Skill14', 'Skill10', 'Query Simplification', 'SQL', 'Skill41', 'Skill40']","['Tech16', 'Refactor', 'Tech4', 'Simplification', 'Tech35', 'Database', 'Tech15']","['Tag6', 'Tag38', 'Tag17', 'Refactor', 'Tag19', 'Simplification', 'Database']"
3,6,Refactor: Simplify database queries,4.4865013016044575,0.6966201958188988,False,"['Database Optimization', 'Skill16', 'Query Simplification', 'Database Performance', 'Skill7']","['Tech12', 'Refactor', 'Simplification', 'Database', 'Tech15']","['Tag22', 'Tag2', 'Refactor', 'Simplification', 'Database']"
3,3,Spike: Test new logging library,4.822721210046664,0.6351894730606095,False,"['Performance Optimization', 'Skill45', 'Testing', 'Logging Library', 'Skill37']","['Library', 'Tech10', 'Test', 'Logging', 'Tech21']","['Tag18', 'Tag8', 'Test', 'Logging', 'Performance']"
2,1,Task: Develop a web application for e-commerce,8.267522074365708,0.6679206536370016,False,"['Skill14', 'JavaScript', 'Skill24', 'Web App Development', 'E-commerce']","['Development', 'E-commerce', 'Web App', 'Tech21', 'Tech11']","['Tag4', 'Development', 'Web App', 'E-commerce', 'Tag15']"
1,0,User story: Improve accessibility,2.3284633608583363,0.9913264406214058,True,"['Accessibility', 'Skill42', 'Skill44', 'Skill32', 'UI Design', 'UX']","['Accessibility', 'Tech5', 'Tech22', 'Tech36', 'Improvement', 'User Story']","['Tag30', 'Accessibility', 'Tag41', 'Tag31', 'Improvement', 'User']"
3,3,Spike: Test new caching framework,4.049753980410688,0.5633787981809361,False,"['Skill2', 'Performance Optimization', 'Testing', 'Skill45', 'Caching Framework', 'Skill9']","['Tech14', 'Tech2', 'Framework', 'Caching', 'Test', 'Tech44']","['Tag7', 'Caching', 'Test', 'Performance', 'Tag36', 'Tag9']"
2,0,User story: Enhance accessibility,2.150984543942598,0.9727398352553613,True,"['Accessibility', 'Skill20', 'UI Design', 'Skill6', 'UX']","['Tech23', 'Accessibility', 'Tech14', 'Enhancement', 'User Story']","['Accessibility', 'Tag7', 'Tag8', 'Enhance', 'User']"
3,1,Task: Develop a mobile app for Android,7.42745766148118,0.6302607002574684,False,"['Skill43', 'Mobile App Development', 'Java', 'Android']","['Mobile App', 'Development', 'Tech35', 'Android']","['Mobile App', 'Tag31', 'Development', 'Android']"
7,4,Bug: Fix login issue on Android,9.271968966187707,0.5890647205564971,True,"['Skill38', 'Authentication', 'Bug Fixing', 'Android Development', 'Skill44', 'Skill5', 'Skill25']","['Bug Fixing', 'Fix Bug', 'Tech41', 'Tech4', 'Tech7', 'Tech21', 'Login Issue']","['Bug Fix', 'Tag22', 'Tag37', 'Tag14', 'Tag17', 'Login', 'Backend']"
6,6,Refactor database schema,6.311018117254805,0.5706379540794779,True,"['MongoDB', 'SQL', 'Skill20', 'PostgreSQL', 'Skill27', 'Skill23']","['Database Schema', 'Tech12', 'Tech3', 'Database Design', 'Tech35', 'Refactoring']","['Tag6', 'Tag46', 'Tag32', 'Refactor', 'Schema', 'Database']"
4,3,Epic: Implement a microservices architecture for scalability,10.44244088442481,0.9135787420398942,False,"['Skill4', 'Skill35', 'Cloud Computing', 'Skill11', 'API Integration', 'Microservices']","['Tech32', 'Tech47', 'Tech24', 'Scalability', 'Architecture', 'Microservices']","['Tag6', 'Tag44', 'Scalability', 'Architecture', 'Backend', 'Tag40']"
4,4,Bug: Fix deployment issue,7.744821136462672,0.5890647205564971,True,"['Cloud Computing', 'Skill31', 'Skill22', 'Skill27', 'Deployment', 'API Integration', 'Skill37']","['Tech23', 'Tech14', 'Tech31', 'Bug Fixing', 'Fix Bug', 'Deployment Issue', 'Tech28']","['Bug Fix', 'Tag37', 'Tag8', 'Tag17', 'Tag14', 'Backend', 'Deployment']"
0,2,Task: Implement a content delivery network for high traffic using Google Cloud,8.968280927013033,1.024393517507377,True,"['Cloud Computing', 'Skill16', 'CDN', 'Skill49', 'API Integration']","['Tech27', 'CDN', 'Tech12', 'Task', 'Implementation']","['CDN', 'Tag38', 'Tag8', 'Backend', 'Implementation']"
1,5,Research: New machine learning algorithm,1.895653534809892,0.9706869656719695,True,"['Deep Learning', 'Skill3', 'Research', 'Machine Learning']","['Tech30', 'Research', 'New Tech', 'Machine Learning']","['Research', 'Tag25', 'New Tech', 'Machine Learning']"
0,5,Research: New machine learning algorithm for image processing,3.187692480508627,0.964605696482509,True,"['Machine Learning', 'Skill1', 'Deep Learning', 'Research', 'Skill13', 'Skill7']","['New Tech', 'Machine Learning', 'Tech31', 'Tech9', 'Research', 'Tech29']","['Tag44', 'New Tech', 'Machine Learning', 'Tag14', 'Research', 'Tag45']"
5,2,Task: Implement a load balancer for high traffic using Azure,10.950802937178882,0.6715299738872893,False,"['Cloud Computing', 'Skill16', 'Load Balancer', 'Skill44', 'API Integration']","['Load Balancer', 'Tech19', 'Tech8', 'Task', 'Implementation']","['Load Balancer', 'Backend', 'Implementation', 'Tag23', 'Tag3']"
6,4,Bug: Fix authentication issue,9.023018873922885,0.6132289648343496,True,"['Authentication', 'Bug Fixing', 'Skill44', 'Skill12', 'Authorization', 'Skill17']","['Tech16', 'Bug Fixing', 'Authentication Issue', 'Fix Bug', 'Tech1']","['Bug Fix', 'Tag44', 'Tag18', 'Authentication', 'Backend', 'Tag43']"
1,6,Refactor: Optimize database schema for performance using MySQL,9.14514973143681,0.6928427853786737,False,"['Database Optimization', 'Skill27', 'Schema Design', 'MySQL']","['Tech30', 'Optimization', 'Refactor', 'Database']","['Optimization', 'Refactor', 'Database', 'Tag41']"
4,2,Task: Implement a load balancer,7.020371317161739,0.6647161947144145,False,"['Cloud Computing', 'Skill10', 'Load Balancer', 'Skill46', 'API Integration']","['Tech22', 'Load Balancer', 'Tech1', 'Task', 'Implementation']","['Load Balancer', 'Tag17', 'Backend', 'Implementation', 'Tag23']"
2,1,Task: Develop mobile app for iOS,7.795748139709057,0.579275690200529,False,"['Skill30', 'Swift', 'iOS', 'Skill3', 'Skill33', 'Mobile App Development']","['Mobile App', 'Tech32', 'iOS', 'Tech46', 'Development', 'Tech1']","['Mobile App', 'Tag7', 'iOS', 'Development', 'Tag49', 'Tag13']"
1,0,User story: Improve accessibility,2.537515051843246,0.9079297985020206,True,"['Accessibility', 'Skill32', 'UI Design', 'Skill8', 'Skill40', 'UX']","['Accessibility', 'Tech45', 'Tech19', 'Improvement', 'User Story', 'Tech28']","['Accessibility', 'Improvement', 'Tag24', 'Tag26', 'Tag12', 'User']"
1,2,Task: Develop mobile app,5.141095858561397,0.4996435376352209,False,"['Skill14', 'Skill16', 'iOS', 'Mobile App Development', 'Android']","['Mobile App', 'Tech23', 'Development', 'Tech3', 'Task']","['Mobile App', 'Tag20', 'Development', 'Tag49', 'Task']"
3,0,User story: Improve accessibility,2.463441765560669,0.9232334346670074,True,"['Skill4', 'Accessibility', 'UX', 'Skill47', 'UI Design']","['Accessibility', 'Tech5', 'Improvement', 'Tech12', 'User Story']","['Accessibility', 'Tag28', 'Improvement', 'User', 'Tag34']"
4,1,Task: Develop a desktop application for macOS,5.668306728490017,0.6620432107913129,False,"['Desktop App Development', 'macOS', 'Skill2', 'Swift', 'Skill44', 'Skill20']","['macOS', 'Tech5', 'Tech47', 'Development', 'Tech26', 'Desktop App']","['macOS', 'Tag2', 'Development', 'Tag49', 'Tag34', 'Desktop App']"
0,0,User story: Enhance accessibility,2.3500721103642395,0.9488272156190257,True,"['Accessibility', 'User Experience', 'Skill29', 'Skill49', 'UI Design']","['Accessibility', 'Tech32', 'Enhancement', 'User Story', 'Tech20']","['Accessibility', 'Enhancement', 'Tag11', 'Tag26', 'User']"
0,2,Fix login issue,2.2432506508022287,0.936623650144826,False,"['Python', 'Skill16', 'Skill21', 'C++', 'Java']","['Tech6', 'Fix Bug', 'Tech3', 'Back-end Development', 'Login Issue']","['Bug Fix', 'Tag27', 'Tag42', 'Login', 'Backend']"
3,6,Refactor: Simplify code logic,4.0755558585750995,0.6703942709775974,True,"['Skill29', 'Code Quality', 'Code Optimization', 'Refactoring']","['Code Quality', 'Simplification', 'Refactor', 'Tech2']","['Tag9', 'Code Quality', 'Simplification', 'Refactor']"
0,0,User story: Enhance accessibility,2.365045585268575,0.866586499440481,True,"['Accessibility', 'Skill31', 'User Experience', 'Skill27', 'UI Design']","['Accessibility', 'Enhancement', 'Tech43', 'Tech44', 'User Story']","['Accessibility', 'Tag18', 'Enhancement', 'Tag26', 'User']"
2,5,Research: New natural language processing algorithm for language translation,6.763083245925152,0.9586930799785376,False,"['Skill42', 'Language Translation', 'Skill31', 'NLP', 'Research', 'Skill41']","['New Tech', 'Tech31', 'Tech2', 'NLP', 'Research', 'Tech25', 'Tech20']","['Language Translation', 'Tag7', 'Tag38', 'NLP', 'Tag19', 'Research', 'Tag1']"
3,6,Refactor: Simplify database queries for performance using SQL,6.5092777416848495,0.6456810454414788,False,"['Database Optimization', 'Skill35', 'Skill14', 'Skill11', 'Query Simplification', 'SQL']","['Tech2', 'Refactor', 'Simplification', 'Tech7', 'Database']","['Tag38', 'Refactor', 'Tag12', 'Simplification', 'Tag36', 'Database']"
2,0,User story: Enhance accessibility,2.415094072157321,0.8453120750167896,False,"['Accessibility', 'Skill16', 'Skill10', 'Skill34', 'Skill32', 'UI Design', 'UX']","['Accessibility', 'Tech13', 'Tech34', 'Enhancement', 'User Story', 'Tech40', 'Tech48']","['Tag46', 'Accessibility', 'Tag25', 'Enhance', 'User', 'Tag3', 'Tag45']"
1,2,Task: Implement a content delivery network for high traffic using Google Cloud,8.578190538612066,0.9802880354675724,True,"['CDN', 'Skill24', 'Cloud Computing', 'API Integration']","['CDN', 'Tech40', 'Task', 'Implementation']","['CDN', 'Backend', 'Tag28', 'Implementation']"
2,2,Task: Develop mobile app,5.141095858561397,0.4996435376352209,False,"['iOS', 'Android', 'Skill33', 'Mobile App Development', 'Skill19']","['Mobile App', 'Development', 'Tech26', 'Tech35', 'Task']","['Mobile App', 'Tag25', 'Tag20', 'Development', 'Task']"
4,4,Bug: Fix payment issue,6.799785183046151,0.6641002009424332,False,"['Payment Gateway', 'Bug Fixing', 'Skill32', 'API Integration']","['Payment Issue', 'Tech4', 'Bug Fixing', 'Fix Bug']","['Bug Fix', 'Backend', 'Tag42', 'Payment']"
3,1,Task: Develop a web application for e-commerce,7.0395857801757735,0.6693352080313498,False,"['Skill10', 'JavaScript', 'Skill20', 'Web App Development', 'E-commerce']","['Tech14', 'Tech36', 'Development', 'Web App', 'E-commerce']","['Tag6', 'Tag29', 'Development', 'Web App', 'E-commerce']"
3,0,User story: Improve accessibility,2.579596169568032,0.9001974216471976,False,"['Accessibility', 'UX', 'Skill44', 'Skill49', 'Skill33', 'UI Design']","['Tech14', 'Accessibility', 'Improvement', 'User Story', 'Tech40', 'Tech29']","['Tag4', 'Accessibility', 'Tag7', 'Improvement', 'Tag24', 'User']"
5,6,Refactor: Optimize database schema for performance,8.43889530539886,0.6844166303446991,False,"['Database Optimization', 'Database Performance', 'Schema Design', 'Skill32', 'Skill18']","['Optimization', 'Tech6', 'Tech12', 'Refactor', 'Database']","['Optimization', 'Refactor', 'Tag26', 'Database', 'Tag15']"
3,3,Epic: Develop a machine learning pipeline for predictive analytics,11.28771756605456,0.8656576821849179,False,"['Machine Learning', 'Skill43', 'Pipeline Development', 'Analytics', 'Skill23']","['Tech14', 'Machine Learning', 'Tech8', 'Analytics', 'Pipeline']","['Tag41', 'Machine Learning', 'Analytics', 'Tag14', 'Pipeline']"
4,4,Bug: Fix database connection issue on PostgreSQL,12.530929061309774,0.6074170153842046,True,"['Database Administration', 'Bug Fixing', 'Skill45', 'PostgreSQL', 'Skill5', 'Skill33']","['Tech27', 'Bug Fixing', 'Fix Bug', 'Database Issue', 'Tech40', 'Tech15']","['Bug Fix', 'Tag44', 'Backend', 'Tag23', 'Database']"
5,2,Task: Implement API gateway,5.088333172384447,0.5168465080910588,False,"['API Gateway', 'Skill30', 'API Design', 'Microservices']","['API Gateway', 'Tech49', 'Task', 'Implementation']","['Tag28', 'Backend', 'API', 'Gateway']"
2,6,Refactor: Improve code quality,3.8558218939210476,0.6296086196790646,True,"['Skill30', 'Code Quality', 'Code Review', 'Refactoring', 'Skill9']","['Code Quality', 'Improvement', 'Refactor', 'Tech37', 'Tech29']","['Tag18', 'Code Quality', 'Improvement', 'Refactor', 'Tag40']"
2,2,Task: Implement a load balancer,7.065101584489724,0.6071011358197081,False,"['Skill39', 'Cloud Computing', 'Load Balancer', 'API Integration', 'Skill7']","['Tech6', 'Tech33', 'Load Balancer', 'Task', 'Implementation']","['Tag4', 'Load Balancer', 'Tag24', 'Backend', 'Implementation']"
1,4,Bug: Fix memory leak in the application,11.659338555606334,0.540052458837852,True,"['Application Development', 'Skill39', 'Skill42', 'Skill16', 'Bug Fixing', 'Memory Profiling']","['Bug Fixing', 'Fix Bug', 'Tech43', 'Tech44', 'Tech21', 'Memory Leak']","['Bug Fix', 'Tag38', 'Tag37', 'Memory', 'Tag42', 'Backend']"
2,2,Task: Implement notification system,5.452676421412996,0.5626625374547068,False,"['API Integration', 'Cloud Computing', 'Notification System', 'Skill43']","['Tech19', 'Notification', 'Task', 'System']","['Backend', 'Notification', 'Tag16', 'System']"
0,1,Task: Develop chatbot,7.437344744558814,0.5502496332451993,False,"['Skill11', 'Machine Learning', 'Chatbot Development', 'Skill12', 'Skill1', 'NLP', 'Skill7']","['Tech33', 'Tech47', 'Tech19', 'Development', 'Tech12', 'Task', 'Chatbot']","['Tag46', 'Tag22', 'Development', 'Chatbot', 'Tag40', 'Tag15', 'Frontend']"
5,4,Bug: Fix database issue on MySQL,10.061973722990233,0.6685631910377163,True,"['MySQL Development', 'Database Administration', 'Bug Fixing', 'Skill30']","['Tech32', 'Bug Fixing', 'Fix Bug', 'Tech43', 'Database Issue']","['Bug Fix', 'Tag42', 'Tag47', 'Backend', 'Database']"
0,0,User story: Improve user experience,1.7450627393669613,0.9089094154577376,True,"['Skill28', 'Interaction Design', 'Skill34', 'User Experience', 'UX Design']","['Tech9', 'User Experience', 'Improvement', 'Tech41', 'User Story']","['Tag17', 'User Experience', 'Improvement', 'User', 'Tag1']"
0,5,Research: New natural language processing algorithm for language translation,6.988516530285953,0.9807435888784344,True,"['Language Translation', 'Skill34', 'NLP', 'Research', 'Skill23']","['New Tech', 'Tech19', 'Tech8', 'NLP', 'Research']","['Language Translation', 'Tag42', 'NLP', 'Research', 'Tag1']"
1,2,Task: Implement a load balancer,7.981901311547166,0.6152628917492231,False,"['Skill38', 'Cloud Computing', 'Load Balancer', 'Skill22', 'API Integration', 'Skill17']","['Tech32', 'Load Balancer', 'Tech46', 'Task', 'Implementation', 'Tech42']","['Tag44', 'Tag25', 'Load Balancer', 'Tag31', 'Backend', 'Implementation']"
5,4,Bug: Fix login issue on Android,9.318400864428602,0.6261030448286429,False,"['Authentication', 'Skill31', 'Bug Fixing', 'Android Development', 'Skill1', 'Skill5']","['Tech33', 'Bug Fixing', 'Fix Bug', 'Login Issue', 'Tech28', 'Tech15']","['Bug Fix', 'Tag25', 'Tag11', 'Login', 'Backend', 'Tag1']"
3,2,Fix login issue,2.201283381209865,0.8379831937386057,False,"['Python', 'Skill43', 'Skill8', 'Skill24', 'Skill41', 'C++', 'Java']","['Tech45', 'Tech38', 'Fix Bug', 'Back-end Development', 'Login Issue', 'Tech28', 'Tech20']","['Tag46', 'Bug Fix', 'Tag31', 'Tag20', 'Login', 'Backend', 'Tag12']"
2,2,Task: Implement a load balancer,7.981901311547166,0.6152628917492231,False,"['Skill14', 'Cloud Computing', 'Load Balancer', 'Skill8', 'Skill20', 'API Integration']","['Tech31', 'Load Balancer', 'Tech41', 'Task', 'Implementation', 'Tech20']","['Tag46', 'Tag44', 'Load Balancer', 'Tag20', 'Backend', 'Implementation']"
2,4,Bug: Fix payment issue,7.659848485484964,0.6547488182026542,False,"['Bug Fixing', 'Skill12', 'API Integration', 'Skill46', 'Payment Gateway', 'Skill18']","['Tech36', 'Bug Fixing', 'Fix Bug', 'Payment Issue', 'Tech3', 'Tech42']","['Bug Fix', 'Payment', 'Tag16', 'Tag33', 'Backend', 'Tag19']"
0,1,Task: Develop a desktop application for macOS,5.136327889489688,0.5923203682126302,False,"['Desktop App Development', 'Skill2', 'macOS', 'Swift', 'Skill30', 'Skill29', 'Skill36']","['macOS', 'Tech13', 'Development', 'Tech3', 'Tech44', 'Tech21', 'Desktop App']","['macOS', 'Tag4', 'Tag28', 'Development', 'Tag5', 'Tag3', 'Desktop App']"
1,0,User story: Enhance user experience,3.2429744719143176,0.9845179730531932,True,"['Interaction Design', 'Skill31', 'UX Design', 'User Experience']","['User Story', 'Tech42', 'User Experience', 'Improvement']","['User', 'Tag15', 'User Experience', 'Improvement']"
5,4,Bug: Fix security issue in Node.js application,13.63376458695178,0.6833941704336625,True,"['Security', 'Skill14', 'Node.js', 'Bug Fixing', 'Skill21']","['Security', 'Tech33', 'Tech36', 'Bug Fixing', 'Issue']","['Bug Fix', 'Security', 'Tag41', 'Tag15', 'Frontend']"
0,5,Research: New AI-powered chatbot for customer support,4.9272359699773025,0.9364233747983165,True,"['Chatbot Development', 'Skill49', 'NLP', 'Research', 'Skill26']","['New Tech', 'Tech1', 'Research', 'Chatbot', 'Tech42']","['Tag25', 'New Tech', 'Research', 'Tag36', 'Chatbot']"
3,6,Refactor: Simplify database queries for performance using SQL,5.7398058250176325,0.657706389620196,False,"['Database Optimization', 'Skill31', 'Skill22', 'Query Simplification', 'Skill44', 'SQL']","['Tech17', 'Tech18', 'Refactor', 'Simplification', 'Database', 'Tech11']","['Tag35', 'Refactor', 'Tag12', 'Simplification', 'Database', 'Tag43']"
0,5,Research: New AI technology,1.2788294872483257,1.0602848463234673,True,"['Artificial Intelligence', 'Skill20', 'Research', 'Machine Learning']","['Tech29', 'Research', 'New Tech', 'AI']","['Tag44', 'Research', 'New Tech', 'AI']"
3,4,Bug: Fix payment issue,6.978452852123797,0.6769194600340573,True,"['Skill22', 'Bug Fixing', 'Skill33', 'API Integration', 'Payment Gateway']","['Tech45', 'Bug Fixing', 'Fix Bug', 'Payment Issue', 'Tech12']","['Bug Fix', 'Payment', 'Tag47', 'Tag48', 'Backend']"
2,6,Refactor: Optimize database schema for performance,8.660631391645408,0.6976280615391999,False,"['Database Optimization', 'Skill39', 'Database Performance', 'Schema Design', 'Skill9', 'Skill40']","['Optimization', 'Tech27', 'Tech33', 'Tech39', 'Refactor', 'Database']","['Optimization', 'Tag17', 'Database', 'Refactor', 'Tag39', 'Tag3']"
1,5,Research: New AI-powered chatbot for customer support,5.235935416200117,0.9625941708431501,False,"['Chatbot Development', 'Skill44', 'NLP', 'Skill8', 'Research', 'Skill41', 'Skill26']","['New Tech', 'Tech19', 'Tech36', 'Tech8', 'Research', 'Chatbot', 'Tech29']","['Tag29', 'Tag18', 'Tag41', 'New Tech', 'Tag49', 'Research', 'Chatbot']"
0,5,Research: New machine learning algorithm for recommender systems using TensorFlow,6.06750062487195,1.0373921928734504,True,"['Deep Learning', 'Research', 'Skill17', 'Machine Learning']","['Tech49', 'Research', 'New Tech', 'Machine Learning']","['Research', 'Tag22', 'New Tech', 'Machine Learning']"
0,0,User story: Enhance accessibility,2.479796188165983,0.9468216336171251,True,"['Accessibility', 'UX', 'Skill25', 'Skill49', 'UI Design']","['Tech14', 'Accessibility', 'Tech22', 'Enhancement', 'User Story']","['Accessibility', 'Tag16', 'Enhance', 'Tag49', 'User']"
4,4,Bug: Fix UI issue on iOS,9.084664771087416,0.5679034828952603,True,"['Skill11', 'Bug Fixing', 'iOS Development', 'Skill29', 'Skill37', 'UI Design']","['Bug Fixing', 'Fix Bug', 'UI Issue', 'Tech41', 'Tech1', 'Tech26']","['Tag4', 'Bug Fix', 'Tag7', 'UI', 'Backend', 'Tag15']"
6,2,Task: Implement a content delivery network for high traffic using AWS,11.615069316419767,0.5779683679481965,False,"['Cloud Computing', 'CDN', 'Skill27', 'API Integration', 'Skill26']","['CDN', 'Task', 'Implementation', 'Tech42', 'Tech48']","['CDN', 'Tag5', 'Backend', 'Tag49', 'Implementation']"
4,6,Refactor: Simplify API endpoints,5.577833259483717,0.7536530517152441,False,"['Skill3', 'API Optimization', 'API Performance', 'Endpoint Simplification', 'Skill17']","['API', 'Tech31', 'Tech36', 'Refactor', 'Simplification']","['API', 'Tag42', 'Refactor', 'Simplification', 'Tag21']"
5,6,Refactor database schema,6.141358188551846,0.6496872542163213,True,"['MongoDB', 'Skill3', 'SQL', 'PostgreSQL', 'Skill24']","['Database Schema', 'Tech27', 'Database Design', 'Refactoring', 'Tech20']","['Tag42', 'Tag14', 'Refactor', 'Schema', 'Database']"
4,2,Task: Implement a load balancer for high traffic using NGINX,10.77220217551191,0.6093795905550745,False,"['Skill35', 'Cloud Computing', 'Load Balancer', 'Skill5', 'API Integration', 'Skill25']","['Load Balancer', 'Tech16', 'Tech36', 'Task', 'Implementation', 'Tech29']","['Load Balancer', 'Tag11', 'Backend', 'Implementation', 'Tag39', 'Tag13']"
3,4,Bug: Fix login issue on Android,9.080197563363953,0.6125358217103578,True,"['Skill2', 'Skill14', 'Skill10', 'Authentication', 'Bug Fixing', 'Android Development']","['Tech23', 'Tech22', 'Bug Fixing', 'Fix Bug', 'Login Issue', 'Tech40']","['Bug Fix', 'Tag25', 'Tag28', 'Login', 'Backend']"
4,2,Task: Implement API gateway,5.088333172384447,0.5168465080910588,False,"['API Gateway', 'Skill36', 'API Design', 'Microservices']","['API Gateway', 'Tech17', 'Task', 'Implementation']","['Backend', 'API', 'Gateway', 'Tag10']"
1,0,User story: Improve performance,3.07777205014626,0.9057284413564151,True,"['Algorithm Design', 'Skill42', 'Performance Optimization', 'Data Structures', 'Skill34', 'Skill21']","['Tech45', 'Improvement', 'Tech41', 'Performance', 'User Story', 'Tech29']","['Tag38', 'Tag16', 'Improvement', 'Performance', 'User', 'Tag23']"
2,5,Research: New machine learning algorithm for recommender systems using TensorFlow,6.311810116370193,1.019936871855999,False,"['Skill42', 'Machine Learning', 'Skill45', 'Deep Learning', 'Research', 'Skill18']","['Tech10', 'Tech6', 'New Tech', 'Machine Learning', 'Tech43', 'Research']","['New Tech', 'Machine Learning', 'Tag2', 'Tag11', 'Research', 'Tag36']"
5,2,Task: Implement API gateway,5.826981280876271,0.5052289089510835,False,"['Skill11', 'Skill16', 'Skill45', 'Microservices', 'API Gateway', 'API Design']","['Tech33', 'Tech9', 'Implementation', 'Task', 'Tech21', 'API Gateway']","['Tag30', 'API', 'Tag14', 'Backend', 'Tag36', 'Gateway']"
4,2,Task: Implement a load balancer for high traffic,7.427349364533433,0.6658148991684879,False,"['Cloud Computing', 'Skill11', 'Load Balancer', 'API Integration', 'Skill17']","['Tech32', 'Load Balancer', 'Tech46', 'Task', 'Implementation']","['Tag25', 'Load Balancer', 'Backend', 'Implementation', 'Tag23']"
